Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),EMS:currentDayOfMonth [](TimeStep),EMS:currentDayOfWeek [](TimeStep),EMS:currentTimeOfDay [](TimeStep),EMS:currentHoliday [](TimeStep),BASEMENT:Zone Air Temperature [C](TimeStep),CORE_BOTTOM:Zone Air Temperature [C](TimeStep),CORE_MID:Zone Air Temperature [C](TimeStep),CORE_TOP:Zone Air Temperature [C](TimeStep),GROUNDFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),MIDFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_4:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_4:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_4:Zone Air Temperature [C](TimeStep),TOPFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),Whole Building:Facility Total Building Electric Demand Power [W](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),HW-LOOP-TEMP-SCHEDULE:Schedule Value [](TimeStep),CW-LOOP-TEMP-SCHEDULE:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),BLDG_LIGHT_SCH:Schedule Value [](TimeStep),COOLSYS1 CHILLER 1:Chiller Evaporator Outlet Temperature [C](TimeStep),COOLSYS1 CHILLER 2:Chiller Evaporator Outlet Temperature [C](TimeStep),HEATSYS1 BOILER:Boiler Outlet Temperature [C](TimeStep) 
 07/01  00:55:00,18.725,16.5207492700153,80.5,6.2,41.6666666666667,1.,5.,0.916666666666667,0.0,25.5264453197349,26.5461136673001,26.563529912729,26.1165308794038,25.0455995084336,24.9337949530891,24.9826755454746,24.516930094294,24.9665321207011,24.7213478172265,24.6948180762874,23.9637575762529,24.7033803236324,24.2890364393262,24.3284410220054,23.6337202623444,24.3021925817231,23.8871138030185,22.9927561104382,611732.195552267,2.25754101532932,611734.453093283,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:00:00,18.8,16.6500447251102,81.,6.2,40.,1.,5.,1.,0.0,25.5346597842248,26.581086854389,26.6007874132636,26.1469349349842,25.0680331971276,24.9568878208515,25.0196226225794,24.5671260797245,25.0012624212477,24.774028756217,24.7324922078555,24.0187834852582,24.7384055541559,24.3431371851637,24.3604788596525,23.6843816652788,24.3319424480972,23.937608787036,23.0155640754933,611732.195552267,2.25967476190914,611734.455227029,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:05:00,18.7833333333333,16.6245143652169,80.9166666666667,6.24166666666667,40.,1.,5.,1.08333333333333,0.0,25.5419225395796,26.6123970704593,26.6346459228025,26.1744778612457,25.0871839932089,24.976547605646,25.0502143544176,24.608960619334,25.0297945697078,24.8181798109764,24.7639734109958,24.0649960495857,24.7674463851645,24.3894369916459,24.3865604982361,23.7272800155942,24.3559492050162,23.9802265342232,23.0320011622229,611732.195552267,2.26113195805497,611734.456684225,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:10:00,18.7666666666667,16.5989903585216,80.8333333333333,6.28333333333333,40.,1.,5.,1.16666666666667,0.0,25.5485340896326,26.6408193621981,26.6658564455533,26.1998067237157,25.1035477682842,24.9933668907907,25.0764028971316,24.6450106550359,25.0540786100813,24.8561561740292,24.7911318172532,24.1047581513214,24.7923097321146,24.430076302591,24.4085616476686,23.7641122538774,24.3760370149646,24.0169958571672,23.0450221880741,611732.195552267,2.26028269065201,611734.455834958,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:15:00,18.75,16.573479163266,80.75,6.325,40.,1.,5.,1.25,0.0,25.5546836082114,26.666902179596,26.6949445958849,26.2233474504061,25.1176609023482,25.0079173976168,25.0993229725025,24.6767942852681,25.0752573456325,24.8894785133356,24.8151110829246,24.1397004129154,24.8141420534582,24.4667033089422,24.4276401154426,23.795968749184,24.393352352829,24.0493450907005,23.0559060968565,611732.195552267,2.25825057530828,611734.453802843,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:20:00,18.7333333333333,16.5479570239757,80.6666666666667,6.36666666666667,40.,1.,5.,1.33333333333333,0.0,25.5604933426283,26.6910446454968,26.7222883574523,26.245394264023,25.1299865239767,25.0206845069253,25.1196275429294,24.7051872262801,25.0939995883831,24.9190480164336,24.8365864167195,24.1708810715296,24.8336292527326,24.4995205557674,24.4444636671243,23.8238034758958,24.408555896247,24.0783085816898,23.0653291223425,611732.195552267,2.2567469578667,611734.452299225,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:25:00,18.7166666666667,16.5224532493266,80.5833333333333,6.40833333333333,40.,1.,5.,1.41666666666667,0.0,25.5660446576181,26.7135470133613,26.7481687626273,26.266167913736,25.1409072385938,25.0320657468626,25.1377975984631,24.73085251432,25.1107758375294,24.9455951091144,24.8560365627627,24.1990777357811,24.8512975437456,24.5291059284242,24.4594899757785,23.848456320299,24.4220913515285,24.1043169471527,23.07368325159,611732.195552267,2.25574139425838,611734.451293661,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:30:00,18.7,16.4969556451875,80.5,6.45,40.,1.,5.,1.5,0.0,25.5713934694791,26.7346425457211,26.772801670521,26.2858423001489,25.1507172790854,25.0423651800895,25.1541743353587,24.7541842877497,25.1258763740832,24.9695474812083,24.8737659527714,24.2248051323574,24.8673830138274,24.5559036391668,24.4730042354309,23.8705211582355,24.4342319697107,24.1276568865139,23.0811758532473,611732.195552267,2.25520607093565,611734.450758338,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:35:00,18.6833333333333,16.4714539709493,80.4166666666667,6.49166666666667,40.,1.,5.,1.58333333333333,0.0,25.5765794987158,26.7545173937382,26.7963574934816,26.3045577212667,25.1596497809368,25.0518212261587,25.1690134534071,24.7755451161297,25.1395819805736,24.9913200856512,24.8900255200159,24.2484784009154,24.8820938175062,24.5803558682061,24.4852399462489,23.8904788755877,24.4451978074763,24.1487200506611,23.0879777614204,611732.195552267,2.25511552391808,611734.450667791,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:40:00,18.6666666666667,16.4459638707905,80.3333333333333,6.53333333333333,40.,1.,5.,1.66666666666667,0.0,25.5816318945918,26.7733235872304,26.8189740024687,26.3224301378145,25.1678785508213,25.0606103256499,25.1824795048892,24.7951493231606,25.1520667465607,25.011147120913,24.9049958362958,24.2703656644534,24.8955870170574,24.6027565987908,24.496347187146,23.9086552347286,24.4551316299679,24.1677889370309,23.0941722384662,611732.195552267,2.25544639374451,611734.450998661,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:45:00,18.65,16.4204807948266,80.25,6.575,40.,1.,5.,1.75,0.0,25.5865727105415,26.791187467327,26.8407646046386,26.3395557722808,25.1755419608746,25.0688714137549,25.1947390872068,24.8132313267815,25.1634868837514,25.029298479198,24.9188626144744,24.2907573749556,24.9080143892732,24.6234073555248,24.5064769371825,23.9253316254864,24.4641678567747,24.1851576161022,23.0998601591527,611732.195552267,2.25617721104605,611734.451729478,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:50:00,18.6333333333333,16.395004600264,80.1666666666667,6.61666666666667,40.,1.,5.,1.83333333333333,0.0,25.5913937496519,26.8080529957772,26.8616171539884,26.3558522295795,25.1827067988579,25.0766613469697,25.2058378976423,24.8298186551207,25.1738807624131,25.0458189129733,24.9316665046964,24.309734809199,24.9194232789216,24.6423981812753,24.5156835639264,23.9406051174989,24.4723347086593,24.2009301940259,23.104989841478,611732.195552267,2.25728820833064,611734.452840476,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  01:55:00,18.6166666666667,16.3695240684941,80.0833333333333,6.65833333333333,40.,1.,5.,1.91666666666667,0.0,25.5961337676226,26.8241441917994,26.8817784670943,26.3715161362291,25.1894624614044,25.084071591783,25.2159622704912,24.8451604642374,25.1834013770255,25.0609760087122,24.9435605603085,24.3275175606557,24.929951451607,24.6600022836705,24.5241074256858,23.9547144301737,24.4797602500244,24.2153675526984,23.109688849107,611732.195552267,2.25876115428641,611734.454313422,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:00:00,18.6,16.3440620892701,80.,6.7,40.,1.,5.,2.,0.0,25.6008115144321,26.8396037737469,26.9013979989896,26.3866734078438,25.1958922643883,25.0911882767828,25.2252211110726,24.8593967551742,25.1921469951347,25.0749126614644,24.9546565293024,24.3442719551628,24.9397328718721,24.6763882871694,24.5318438952786,23.9678173415427,24.4865522653073,24.2286350565504,23.1140213797799,611732.195552267,2.26057920749774,611734.456131475,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:05:00,18.575,16.271628397723,79.5833333333333,6.74166666666667,40.,1.,5.,2.08333333333333,0.0,25.6054329831185,26.8544957888999,26.9205306312634,26.4013740246378,25.2020124695322,25.0980280998555,25.2332957854535,24.8722366540399,25.1997996640829,25.0873521464776,24.9646547418977,24.3597258706957,24.9484674394346,24.6913123602478,24.538591436555,23.9796619500223,24.4924194720044,24.2404949370284,23.1174941451238,611732.195552267,2.26272678695146,611734.458279054,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:10:00,18.55,16.1991741869116,79.1666666666667,6.78333333333333,40.,1.,5.,2.16666666666667,0.0,25.6100042510617,26.8688737822287,26.9392209216412,26.4156573641725,25.2078838529809,25.1046511465362,25.2403208338831,24.8838435762682,25.2065060629728,25.0984598177047,24.9736676361681,24.3740174992077,24.956253821931,24.704921818935,24.5444578406027,23.9903765217134,24.4974608536982,24.2510893937168,23.1204032672892,611732.195552267,2.26319891800269,611734.458751185,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:15:00,18.525,16.1267164845799,78.75,6.825,40.,1.,5.,2.25,0.0,25.6145307427227,26.882783692058,26.9575063038849,26.4295540582638,25.2135510500842,25.1111004987675,25.2464879025282,24.8944368026163,25.2124469239483,25.1084693680971,24.9818690260743,24.3873334985983,24.9632462225846,24.7174356300598,24.5496038231102,24.0001439917363,24.501828230356,24.2606282944959,23.1229089256994,611732.195552267,2.2614264287809,611734.456978696,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:20:00,18.5,16.0542389395372,78.3333333333333,6.86666666666667,40.,1.,5.,2.33333333333333,0.0,25.6190172744213,26.8962661944983,26.9754196801428,26.4430910938083,25.2190450683628,25.1174056848735,25.2519189230135,24.9041371696518,25.2177342901785,25.1175045772019,24.9893789572085,24.3998045567231,24.9695485825692,24.7289872291323,24.5541353805329,24.0090901541271,24.5056250226396,24.2692413259717,23.1250826548417,611732.195552267,2.25949527158436,611734.455047539,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:25:00,18.475,15.9817420360495,77.9166666666667,6.90833333333333,40.,1.,5.,2.41666666666667,0.0,25.623468092079,26.9093578122799,26.9929905805357,26.4562934332578,25.2243919631055,25.1235915143638,25.2567263063629,24.9130650330454,25.2224646963548,25.1256985889263,24.9963025644926,24.4115405888209,24.9753098590688,24.7397083488973,24.5581426828165,24.0173246148654,24.5089381293297,24.2770544985202,23.1269892073701,611732.195552267,2.25808759811861,611734.453639865,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:30:00,18.45,15.9092446047834,77.5,6.95,40.,1.,5.,2.5,0.0,25.6278869185339,26.9220916237648,27.0102458056133,26.4691850976449,25.2296112314257,25.1296734197772,25.2609809043847,24.9212852665838,25.2266981520993,25.1331187779098,25.0027083066509,24.4226140407842,24.9806436532097,24.7496724612464,24.5616817430966,24.0249176491911,24.5118220626221,24.2841386907002,23.1286533651803,611732.195552267,2.25717341289355,611734.45272568,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:35:00,18.425,15.8367167446067,77.0833333333333,6.99166666666667,40.,1.,5.,2.58333333333333,0.0,25.6322770054055,26.9344976066526,27.0272096996497,26.4817883426436,25.2347219966349,25.1356659419118,25.2647579085403,24.9288794481533,25.2304966460549,25.1398567252407,25.0086638405776,24.4330949666238,24.9855947248764,24.7589661599168,24.5648083413405,24.0319384545871,24.5143299647521,24.2905759243225,23.1301131281263,611732.195552267,2.25672530243594,611734.45227757,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:40:00,18.4,15.7641830352416,76.6666666666667,7.03333333333333,40.,1.,5.,2.66666666666667,0.0,25.6366411851205,26.9466029935716,27.0439044163502,26.4941241481904,25.239734650201,25.1415799884406,25.2681036391282,24.9358908390265,25.2338989550063,25.1459569684969,25.0142124191484,24.4430298153011,24.9902017642915,24.7676356781513,24.5675548085983,24.0384320203211,24.516495424328,24.2964102556814,23.1313797763534,611732.195552267,2.25671816061463,611734.452270428,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:45:00,18.375,15.6916388219739,76.25,7.075,40.,1.,5.,2.75,0.0,25.6409819203,26.9584324740904,27.0603500598376,26.5062115395284,25.2446605930536,25.1474258910105,25.2710724682905,24.9423814363569,25.2369502231117,25.1514887369355,25.0193985847722,24.4524690576778,24.9945049788337,24.7757434830831,24.5699709017469,24.0444472909287,24.5183555847413,24.3017001154984,23.1324806364109,611732.195552267,2.25712894893768,611734.452681216,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:50:00,18.35,15.6190725812228,75.8333333333333,7.11666666666667,40.,1.,5.,2.83333333333333,0.0,25.6453013490576,26.9700084566504,27.076564886119,26.5180681692618,25.249504671168,25.1532115815702,25.2736967810005,24.9483833569934,25.2396783534366,25.156484045497,25.0242638792584,24.4614457790408,24.998530879648,24.7833210554004,24.5720828745597,24.0500161005592,24.5199336276489,24.3064746498357,23.1334213469271,611732.195552267,2.25793648669264,611734.453488754,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  02:55:00,18.325,15.5465032067868,75.4166666666667,7.15833333333333,40.,1.,5.,2.91666666666667,0.0,25.6496013256992,26.9813512290744,27.0925654293069,26.5297098481891,25.2542738300851,25.1589446699641,25.2760177362444,24.9539459695542,25.2421183540619,25.1609970220708,25.0288459113858,24.4699987102086,25.0023086864193,24.790415265485,24.573920945296,24.0551750916152,24.5212573515918,24.3107764564948,23.1342233475566,611732.195552267,2.25912126664808,611734.454673534,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  03:00:00,18.3,15.4739129019553,75.,7.2,40.,1.,5.,3.,0.0,25.653883456818,26.9924791799974,27.1083666811505,26.541151151763,25.2589745084253,25.1646311647664,25.2780590530097,24.9590942744497,25.2442915044933,25.1650515533211,25.033166109183,24.4781525774649,25.0058572091995,24.7970478500318,24.5755031200235,24.0599479583588,24.5223435752535,24.3146237987219,23.134888947803,611732.195552267,2.26066529272813,611734.45621756,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  03:05:00,18.275,15.4112331026178,74.6666666666667,7.24166666666667,40.,1.,5.,3.08333333333333,0.0,25.6581491615574,27.0034090216569,27.1239823160847,26.552405122719,25.2636136628835,25.1702770657568,25.2798604327444,24.9638758076032,25.2462331621125,25.1686980823986,25.0372572500067,24.4859429682776,25.0092034074063,24.8032597551791,24.576858203759,24.0643673059972,24.5232175130452,24.3180507444204,23.1354376121966,623954.393354465,2.26255193663968,623956.655906402,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  03:10:00,18.25,15.3485613461992,74.3333333333333,7.28333333333333,40.,1.,5.,3.16666666666667,0.0,25.6623996298012,27.0141558138157,27.1394245948614,26.5634836738522,25.2681968868505,25.175886972882,25.2814388013931,24.9683093147929,25.2479590391536,25.1719524145302,25.0411345730326,24.49338870146,25.012360738698,24.8090643490784,24.5779994103207,24.0684511202771,24.5238914607227,24.3210624698718,23.1358683742691,623954.393354465,2.26443900845306,623956.657793473,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  03:15:00,18.225,15.2858858084719,74.,7.325,40.,1.,5.,3.25,0.0,25.6666358937753,27.0247332153807,27.1547046402703,26.574397375197,25.272729678317,25.1814652435804,25.2828173711594,24.9724251629235,25.2494896183422,25.1748436712435,25.0448172865241,24.5005130932309,25.0153445632382,24.8144839574494,24.5789439976213,24.0722204003355,24.5243880967004,24.3236622302714,23.136195783001,623954.393354465,2.26397654734891,623956.657331012,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  03:20:00,18.2,15.2232243857085,73.6666666666667,7.36666666666667,40.,1.,5.,3.33333333333333,0.0,25.6708588462049,27.0351536273326,27.1698325494049,26.5851559812375,25.2772166718061,25.1870155666312,25.2840086734167,24.9762377624999,25.2508369176523,25.1773782415221,25.0483159929252,24.5073301581014,25.0181628270608,24.8195214139341,24.5797015446775,24.0756881529329,24.5247162581508,24.325800230982,23.1364176667261,623954.393354465,2.26164936950921,623956.655003835,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  03:25:00,18.175,15.1605535572501,73.3333333333333,7.40833333333333,40.,1.,5.,3.41666666666667,0.0,25.6750692576171,27.0454282919284,27.1848174744917,26.595768085228,25.2816622736712,25.1925412840206,25.2850324777263,24.9797729458667,25.252018810863,25.1795701214202,25.0516465695542,24.5138592958274,25.0208330461823,24.8241838634714,24.5802866285852,24.0788708535605,24.5248891864076,24.3276929131724,23.1365469304957,623954.393354465,2.25986944944229,623956.653223914,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
 07/01  03:30:00,18.15,15.0978981305387,73.,7.45,40.,1.,5.,3.5,0.0,25.6792677917936,27.0555674150073,27.1996677239322,26.6062416256382,25.2860702627325,25.1980455847581,25.285899273935,24.983042623435,25.2530456352901,25.1813966484048,25.0548176597941,24.520111854042,25.023366705547,24.8284481923141,24.5807072679256,24.0817784329282,24.5249142728759,24.3293288301929,23.1365799137627,623954.393354465,2.25860471007766,623956.651959175,15.6,82.2,6.7,26.7,0.7,8.88464160404025,8.88464160404025,61.1090580821649 
